"Date","Chairman","PreviousRate","Streak","GDP","Unemployment","CPI","HomeownershipRate","DebtAsPctGDP","DemocraticPres","MonthsUntilElection","RaisedFedFunds"
2011-03-01,"Bernanke, Ben",0.16,-6,14881.301,9,221.904,66.4,14881.301,1,20,0
2011-04-01,"Bernanke, Ben",0.14,-7,14881.301,9,223.044,66.4,14881.301,1,19,0
2011-05-01,"Bernanke, Ben",0.1,-8,14989.555,9.1,224.06,65.9,92.77007,1,18,0
2011-06-01,"Bernanke, Ben",0.09,-9,14989.555,9,224.869,65.9,14989.555,1,17,0
2011-07-01,"Bernanke, Ben",0.09,-10,14989.555,9.1,224.841,65.9,14989.555,1,16,0
2011-08-01,"Bernanke, Ben",0.07,-11,15021.149,9,225.419,66.3,94.88834,1,15,1
2011-09-01,"Bernanke, Ben",0.1,1,15021.149,9,226.082,66.3,15021.149,1,14,0
2011-10-01,"Bernanke, Ben",0.08,-1,15021.149,9,226.676,66.3,15021.149,1,13,0
2011-11-01,"Bernanke, Ben",0.07,-2,15190.255,8.8,226.811,66,96.43744,1,12,1
2011-12-01,"Bernanke, Ben",0.08,1,15190.255,8.6,227.157,66,15190.255,1,11,0
2012-01-01,"Bernanke, Ben",0.07,-1,15190.255,8.5,227.145,66,15190.255,1,10,1
2012-02-01,"Bernanke, Ben",0.08,1,15275.047,8.3,227.759,65.4,97.80665,1,9,1
2012-03-01,"Bernanke, Ben",0.1,2,15275.047,8.3,228.285,65.4,15275.047,1,8,1
2012-04-01,"Bernanke, Ben",0.13,3,15275.047,8.2,228.866,65.4,15275.047,1,7,1
2012-05-01,"Bernanke, Ben",0.14,4,15336.735,8.2,229.172,65.5,98.51092,1,6,1
2012-06-01,"Bernanke, Ben",0.16,5,15336.735,8.2,228.785,65.5,15336.735,1,5,0
2012-07-01,"Bernanke, Ben",0.16,-1,15336.735,8.2,228.626,65.5,15336.735,1,4,0
2012-08-01,"Bernanke, Ben",0.16,-2,15431.335,8.2,228.584,65.5,98.75431,1,3,0
2012-09-01,"Bernanke, Ben",0.13,-3,15431.335,8,229.911,65.5,15431.335,1,2,1
2012-10-01,"Bernanke, Ben",0.14,1,15431.335,7.8,231.104,65.5,15431.335,1,1,1
2012-11-01,"Bernanke, Ben",0.16,2,15433.702,7.8,231.741,65.4,100.61369,1,0,0
2012-12-01,"Bernanke, Ben",0.16,-1,15433.702,7.7,231.202,65.4,15433.702,1,47,0
2013-01-01,"Bernanke, Ben",0.16,-2,15433.702,7.9,231.165,65.4,15433.702,1,46,0
2013-02-01,"Bernanke, Ben",0.14,-3,15538.441,8,231.444,65,101.62995,1,45,1
2013-03-01,"Bernanke, Ben",0.15,1,15538.441,7.7,232.803,65,15538.441,1,44,0
2013-04-01,"Bernanke, Ben",0.14,-1,15538.441,7.5,232.245,65,15538.441,1,43,1
2013-05-01,"Bernanke, Ben",0.15,1,15606.591,7.6,231.672,65,100.71676,1,42,0
2013-06-01,"Bernanke, Ben",0.11,-1,15606.591,7.5,231.99,65,15606.591,1,41,0
2013-07-01,"Bernanke, Ben",0.09,-2,15606.591,7.5,232.583,65,15606.591,1,40,0
2013-08-01,"Bernanke, Ben",0.09,-3,15779.938,7.3,232.98,65.3,99.20509,1,39,0
2013-09-01,"Bernanke, Ben",0.08,-4,15779.938,7.2,233.413,65.3,15779.938,1,38,0
2013-10-01,"Bernanke, Ben",0.08,-5,15779.938,7.2,233.773,65.3,15779.938,1,37,1
2013-11-01,"Bernanke, Ben",0.09,1,15916.208,7.2,233.903,65.2,100.45566,1,36,0
2013-12-01,"Bernanke, Ben",0.08,-1,15916.208,7,234.038,65.2,15916.208,1,35,1
2014-01-01,"Bernanke, Ben",0.09,1,15916.208,6.7,234.697,65.2,15916.208,1,34,0
2014-02-01,"Yellen, Janet",0.07,-1,15831.652,6.6,235.128,64.8,103.26934,1,33,0
2014-03-01,"Yellen, Janet",0.07,-2,15831.652,6.7,235.356,64.8,15831.652,1,32,1
2014-04-01,"Yellen, Janet",0.08,1,15831.652,6.6,235.79,64.8,15831.652,1,31,1
2014-05-01,"Yellen, Janet",0.09,2,16010.405,6.2,236.24,64.7,101.75671,1,30,0
2014-06-01,"Yellen, Janet",0.09,-1,16010.405,6.3,236.95,64.7,16010.405,1,29,1
2014-07-01,"Yellen, Janet",0.1,1,16010.405,6.1,237.348,64.7,16010.405,1,28,0
2014-08-01,"Yellen, Janet",0.09,-1,16205.591,6.2,237.596,64.4,101.27428,1,27,0
2014-09-01,"Yellen, Janet",0.09,-2,16205.591,6.1,237.409,64.4,16205.591,1,26,0
2014-10-01,"Yellen, Janet",0.09,-3,16205.591,5.9,237.626,64.4,16205.591,1,25,0
